variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
group_6617	6.33E-02	4.77E-01	6.20E-01	-3.93E-02	7.92E-02	2.88E-02	bad-chisq
group_5938	6.33E-02	1.33E-01	1.17E-01	-1.12E-01	7.11E-02	9.06E-02	bad-chisq
group_5758	6.33E-02	1.33E-01	1.17E-01	-1.12E-01	7.11E-02	9.06E-02	bad-chisq
group_5722	6.33E-02	1.33E-01	1.17E-01	-1.12E-01	7.11E-02	9.06E-02	bad-chisq
group_5640	6.33E-02	9.37E-01	9.86E-01	1.23E-03	7.20E-02	9.90E-04	
group_5597	6.33E-02	9.37E-01	9.80E-01	1.79E-03	7.13E-02	1.46E-03	
group_5253	6.33E-02	1.44E-06	1.27E-06	3.40E-01	6.87E-02	2.75E-01	
group_5090	6.33E-02	1.43E-02	1.37E-02	1.75E-01	7.06E-02	1.42E-01	
group_4711	6.33E-02	4.77E-01	4.75E-01	-5.15E-02	7.20E-02	4.14E-02	bad-chisq
group_4380	6.33E-02	1.33E-01	1.18E-01	-1.11E-01	7.10E-02	9.04E-02	bad-chisq
group_4272	6.33E-02	9.37E-01	8.90E-01	1.00E-02	7.25E-02	7.99E-03	
group_4257	6.33E-02	9.37E-01	8.90E-01	1.00E-02	7.25E-02	7.99E-03	
group_4012	6.33E-02	1.33E-01	1.13E-01	-1.13E-01	7.12E-02	9.17E-02	bad-chisq
group_3199	6.33E-02	4.77E-01	4.32E-01	-5.61E-02	7.14E-02	4.55E-02	bad-chisq
group_2995	6.33E-02	3.85E-01	3.99E-01	6.01E-02	7.12E-02	4.88E-02	
group_2730	6.33E-02	4.77E-01	4.41E-01	-5.51E-02	7.14E-02	4.46E-02	bad-chisq
group_2724	6.33E-02	9.71E-02	1.08E-01	1.14E-01	7.11E-02	9.29E-02	
group_2717	6.33E-02	4.77E-01	4.42E-01	-5.49E-02	7.13E-02	4.46E-02	bad-chisq
group_2247	6.33E-02	4.77E-01	5.83E-01	-4.13E-02	7.51E-02	3.18E-02	bad-chisq
group_1671	6.33E-02	9.37E-01	8.90E-01	1.00E-02	7.25E-02	7.99E-03	
group_27114	6.00E-02	5.17E-01	5.27E-01	-4.64E-02	7.32E-02	3.67E-02	bad-chisq
group_22853	6.00E-02	3.31E-01	3.83E-01	6.44E-02	7.37E-02	5.06E-02	
group_20718	6.00E-02	5.17E-01	5.27E-01	-4.64E-02	7.32E-02	3.67E-02	bad-chisq
group_20717	6.00E-02	5.17E-01	5.27E-01	-4.64E-02	7.32E-02	3.67E-02	bad-chisq
group_20616	6.00E-02	3.31E-01	3.41E-01	6.97E-02	7.31E-02	5.51E-02	
group_20501	6.00E-02	5.17E-01	6.26E-01	-3.74E-02	7.66E-02	2.82E-02	bad-chisq
group_20453	6.00E-02	5.17E-01	5.30E-01	-4.61E-02	7.33E-02	3.64E-02	bad-chisq
group_20312	6.00E-02	5.17E-01	5.03E-01	-4.92E-02	7.33E-02	3.88E-02	bad-chisq
group_20203	6.00E-02	5.17E-01	5.47E-01	-4.43E-02	7.34E-02	3.49E-02	bad-chisq
group_20125	6.00E-02	5.17E-01	5.99E-01	-3.91E-02	7.43E-02	3.05E-02	bad-chisq
group_20080	6.00E-02	5.17E-01	6.11E-01	-3.79E-02	7.43E-02	2.95E-02	bad-chisq
group_19953	6.00E-02	3.31E-01	3.52E-01	6.81E-02	7.31E-02	5.39E-02	
group_19824	6.00E-02	1.45E-01	2.03E-01	-9.77E-02	7.66E-02	7.37E-02	bad-chisq
group_19410	6.00E-02	8.71E-01	8.42E-01	1.46E-02	7.33E-02	1.15E-02	
group_19338	6.00E-02	1.45E-01	1.52E-01	-1.05E-01	7.31E-02	8.30E-02	bad-chisq
group_19283	6.00E-02	3.31E-01	3.06E-01	7.54E-02	7.35E-02	5.93E-02	
group_19256	6.00E-02	9.51E-03	9.93E-03	1.88E-01	7.24E-02	1.49E-01	
group_19218	6.00E-02	9.51E-03	1.08E-02	1.86E-01	7.25E-02	1.47E-01	
group_19089	6.00E-02	1.45E-01	1.31E-01	-1.11E-01	7.29E-02	8.75E-02	bad-chisq
group_18983	6.00E-02	7.46E-02	8.02E-02	1.28E-01	7.28E-02	1.01E-01	
group_18884	6.00E-02	7.46E-02	7.68E-02	1.29E-01	7.28E-02	1.02E-01	
group_18864	6.00E-02	3.31E-01	3.38E-01	7.01E-02	7.30E-02	5.55E-02	
group_18852	6.00E-02	5.17E-01	5.27E-01	-4.63E-02	7.32E-02	3.67E-02	bad-chisq
group_18813	6.00E-02	3.31E-01	3.54E-01	6.78E-02	7.31E-02	5.37E-02	
group_18732	6.00E-02	8.71E-01	9.00E-01	9.20E-03	7.32E-02	7.28E-03	
group_18617	6.00E-02	5.17E-01	5.27E-01	-4.63E-02	7.32E-02	3.67E-02	bad-chisq
group_18590	6.00E-02	1.45E-01	1.69E-01	-1.01E-01	7.32E-02	7.95E-02	bad-chisq
group_18544	6.00E-02	3.31E-01	3.54E-01	6.78E-02	7.31E-02	5.37E-02	
group_18416	6.00E-02	5.17E-01	4.80E-01	-5.17E-02	7.32E-02	4.09E-02	bad-chisq
group_18406	6.00E-02	3.31E-01	3.38E-01	7.02E-02	7.31E-02	5.55E-02	
group_18337	6.00E-02	3.31E-01	3.39E-01	6.99E-02	7.30E-02	5.54E-02	
group_18329	6.00E-02	3.31E-01	3.29E-01	7.15E-02	7.32E-02	5.65E-02	
group_18321	6.00E-02	3.31E-01	3.39E-01	6.99E-02	7.30E-02	5.54E-02	
group_18265	6.00E-02	5.17E-01	5.27E-01	-4.63E-02	7.32E-02	3.67E-02	bad-chisq
group_18138	6.00E-02	5.17E-01	4.54E-01	-5.52E-02	7.36E-02	4.34E-02	bad-chisq
group_18098	6.00E-02	8.71E-01	9.10E-01	8.26E-03	7.32E-02	6.53E-03	
group_17960	6.00E-02	5.17E-01	5.33E-01	-4.57E-02	7.31E-02	3.62E-02	bad-chisq
group_17908	6.00E-02	3.31E-01	3.38E-01	7.02E-02	7.31E-02	5.56E-02	
group_17784	6.00E-02	1.45E-01	1.70E-01	-1.01E-01	7.31E-02	7.94E-02	bad-chisq
group_17565	6.00E-02	5.39E-09	2.94E-09	4.23E-01	6.91E-02	3.34E-01	
group_17360	6.00E-02	5.17E-01	4.65E-01	-5.36E-02	7.33E-02	4.23E-02	bad-chisq
group_17317	6.00E-02	7.46E-02	8.30E-02	1.27E-01	7.28E-02	1.00E-01	
group_17039	6.00E-02	5.17E-01	5.27E-01	-4.63E-02	7.32E-02	3.67E-02	bad-chisq
group_16925	6.00E-02	5.17E-01	5.27E-01	-4.63E-02	7.32E-02	3.67E-02	bad-chisq
group_16913	6.00E-02	5.17E-01	5.54E-01	-4.48E-02	7.55E-02	3.43E-02	bad-chisq
group_16907	6.00E-02	1.45E-01	1.90E-01	-1.00E-01	7.62E-02	7.59E-02	bad-chisq
group_16744	6.00E-02	1.45E-01	1.90E-01	-1.00E-01	7.62E-02	7.59E-02	bad-chisq
group_16734	6.00E-02	5.17E-01	5.00E-01	-4.94E-02	7.32E-02	3.91E-02	bad-chisq
group_16712	6.00E-02	5.17E-01	6.93E-01	-3.18E-02	8.04E-02	2.29E-02	bad-chisq
group_16568	6.00E-02	6.65E-04	7.73E-04	2.44E-01	7.19E-02	1.93E-01	
group_16469	6.00E-02	1.45E-01	1.90E-01	-1.00E-01	7.62E-02	7.59E-02	bad-chisq
group_16456	6.00E-02	5.17E-01	5.00E-01	-4.94E-02	7.32E-02	3.91E-02	bad-chisq
group_16243	6.00E-02	7.46E-02	7.73E-02	1.29E-01	7.28E-02	1.02E-01	
group_16146	6.00E-02	6.65E-04	7.73E-04	2.44E-01	7.19E-02	1.93E-01	
group_16117	6.00E-02	7.46E-02	8.47E-02	1.26E-01	7.31E-02	9.97E-02	
group_16013	6.00E-02	1.45E-01	1.90E-01	-1.00E-01	7.62E-02	7.59E-02	bad-chisq
group_15571	6.00E-02	8.71E-01	8.66E-01	1.23E-02	7.32E-02	9.77E-03	
group_15467	6.00E-02	3.31E-01	3.24E-01	7.27E-02	7.35E-02	5.72E-02	
group_15150	6.00E-02	5.17E-01	6.64E-01	-3.52E-02	8.11E-02	2.52E-02	bad-chisq
group_15110	6.00E-02	5.17E-01	7.04E-01	-3.07E-02	8.07E-02	2.20E-02	bad-chisq
group_14677	6.00E-02	1.45E-01	1.90E-01	-1.00E-01	7.62E-02	7.59E-02	bad-chisq
group_14327	6.00E-02	2.51E-05	2.61E-05	3.04E-01	7.11E-02	2.40E-01	
group_13717	6.00E-02	9.51E-03	8.72E-03	1.91E-01	7.24E-02	1.51E-01	
group_13348	6.00E-02	1.45E-01	1.89E-01	-9.93E-02	7.54E-02	7.61E-02	bad-chisq
group_13323	6.00E-02	8.71E-01	8.77E-01	1.13E-02	7.32E-02	8.94E-03	
group_13248	6.00E-02	1.45E-01	1.27E-01	-1.12E-01	7.29E-02	8.82E-02	bad-chisq
group_13132	6.00E-02	1.45E-01	1.45E-01	-1.07E-01	7.34E-02	8.44E-02	bad-chisq
group_12696	6.00E-02	9.51E-03	7.60E-03	1.99E-01	7.41E-02	1.54E-01	
group_12587	6.00E-02	3.31E-01	3.38E-01	7.02E-02	7.31E-02	5.55E-02	
group_12351	6.00E-02	1.45E-01	1.90E-01	-1.00E-01	7.62E-02	7.59E-02	bad-chisq
group_12159	6.00E-02	9.51E-03	9.25E-03	1.90E-01	7.23E-02	1.50E-01	
group_12154	6.00E-02	5.17E-01	5.28E-01	-4.63E-02	7.34E-02	3.66E-02	bad-chisq
group_11977	6.00E-02	1.45E-01	1.30E-01	-1.10E-01	7.29E-02	8.75E-02	bad-chisq
group_11873	6.00E-02	3.31E-01	3.71E-01	6.55E-02	7.32E-02	5.18E-02	
group_11660	6.00E-02	8.71E-01	9.10E-01	8.30E-03	7.33E-02	6.56E-03	
group_11424	6.00E-02	3.31E-01	3.83E-01	6.44E-02	7.37E-02	5.06E-02	
group_11322	6.00E-02	3.31E-01	3.55E-01	6.78E-02	7.31E-02	5.36E-02	
group_11202	6.00E-02	9.51E-03	1.08E-02	1.86E-01	7.23E-02	1.47E-01	
group_10464	6.00E-02	5.17E-01	6.79E-01	-3.34E-02	8.06E-02	2.40E-02	bad-chisq
group_10389	6.00E-02	1.45E-01	2.16E-01	-9.95E-02	8.02E-02	7.17E-02	bad-chisq
group_10273	6.00E-02	5.17E-01	4.81E-01	-5.17E-02	7.33E-02	4.09E-02	bad-chisq
group_10183	6.00E-02	7.46E-02	8.56E-02	1.26E-01	7.28E-02	9.94E-02	
group_10048	6.00E-02	3.31E-01	3.83E-01	6.44E-02	7.37E-02	5.06E-02	
group_9877	6.00E-02	5.17E-01	4.65E-01	-5.36E-02	7.33E-02	4.23E-02	bad-chisq
group_9801	6.00E-02	8.71E-01	8.59E-01	1.31E-02	7.34E-02	1.03E-02	
group_9745	6.00E-02	3.31E-01	3.53E-01	6.81E-02	7.32E-02	5.38E-02	
group_9727	6.00E-02	5.17E-01	6.64E-01	-3.52E-02	8.11E-02	2.52E-02	bad-chisq
group_9707	6.00E-02	7.46E-02	7.97E-02	1.29E-01	7.31E-02	1.01E-01	
group_8232	6.00E-02	8.71E-01	8.51E-01	1.38E-02	7.34E-02	1.09E-02	
group_7808	6.00E-02	5.17E-01	6.60E-01	-3.54E-02	8.05E-02	2.55E-02	bad-chisq
group_7724	6.00E-02	8.71E-01	8.14E-01	1.76E-02	7.46E-02	1.37E-02	
group_7404	6.00E-02	9.51E-03	1.09E-02	1.85E-01	7.23E-02	1.47E-01	
group_7222	6.00E-02	7.46E-02	8.56E-02	1.26E-01	7.28E-02	9.94E-02	
group_7129	6.00E-02	9.51E-03	9.06E-03	1.90E-01	7.23E-02	1.50E-01	
group_6926	6.00E-02	3.31E-01	3.65E-01	6.64E-02	7.32E-02	5.25E-02	
group_6870	6.00E-02	1.45E-01	1.90E-01	-1.00E-01	7.62E-02	7.59E-02	bad-chisq
group_6525	6.00E-02	5.17E-01	5.02E-01	-4.92E-02	7.33E-02	3.89E-02	bad-chisq
group_6372	6.00E-02	5.17E-01	4.68E-01	-5.32E-02	7.33E-02	4.20E-02	bad-chisq
group_6345	6.00E-02	5.17E-01	4.68E-01	-5.32E-02	7.33E-02	4.20E-02	bad-chisq
group_5941	6.00E-02	3.31E-01	3.36E-01	7.05E-02	7.31E-02	5.58E-02	
group_5411	6.00E-02	5.17E-01	4.65E-01	-5.36E-02	7.33E-02	4.23E-02	bad-chisq
group_5391	6.00E-02	5.17E-01	5.33E-01	-4.58E-02	7.34E-02	3.61E-02	bad-chisq
group_5309	6.00E-02	8.71E-01	9.50E-01	4.65E-03	7.37E-02	3.65E-03	
group_5220	6.00E-02	1.45E-01	1.31E-01	-1.10E-01	7.29E-02	8.74E-02	bad-chisq
group_5213	6.00E-02	8.71E-01	8.77E-01	1.13E-02	7.32E-02	8.94E-03	
group_4552	6.00E-02	1.45E-01	1.30E-01	-1.11E-01	7.29E-02	8.76E-02	bad-chisq
group_4268	6.00E-02	8.71E-01	8.99E-01	9.35E-03	7.35E-02	7.37E-03	
group_4027	6.00E-02	1.45E-01	1.90E-01	-1.00E-01	7.62E-02	7.59E-02	bad-chisq
group_3905	6.00E-02	8.71E-01	8.59E-01	1.31E-02	7.34E-02	1.03E-02	
group_3884	6.00E-02	1.45E-01	1.52E-01	-1.05E-01	7.34E-02	8.29E-02	bad-chisq
group_3852	6.00E-02	1.45E-01	1.30E-01	-1.10E-01	7.29E-02	8.75E-02	bad-chisq
group_3749	6.00E-02	5.17E-01	5.23E-01	-4.73E-02	7.40E-02	3.70E-02	bad-chisq
group_3510	6.00E-02	5.17E-01	4.92E-01	-5.03E-02	7.32E-02	3.98E-02	bad-chisq
group_3387	6.00E-02	6.65E-04	7.51E-04	2.44E-01	7.18E-02	1.94E-01	
group_3265	6.00E-02	7.46E-02	7.02E-02	1.32E-01	7.28E-02	1.05E-01	
group_2934	6.00E-02	8.71E-01	8.27E-01	1.61E-02	7.39E-02	1.26E-02	
group_2795	6.00E-02	8.71E-01	8.23E-01	1.67E-02	7.44E-02	1.30E-02	
group_2715	6.00E-02	5.17E-01	4.80E-01	-5.17E-02	7.31E-02	4.09E-02	bad-chisq
group_2257	6.00E-02	7.46E-02	9.11E-02	1.24E-01	7.32E-02	9.77E-02	
group_1646	6.00E-02	3.31E-01	3.67E-01	6.60E-02	7.31E-02	5.23E-02	
group_25539	5.67E-02	6.02E-03	6.34E-03	2.04E-01	7.43E-02	1.57E-01	
group_21937	5.67E-02	1.57E-01	1.40E-01	-1.11E-01	7.49E-02	8.54E-02	bad-chisq
group_20806	5.67E-02	5.60E-01	5.25E-01	-4.78E-02	7.51E-02	3.68E-02	bad-chisq
group_20728	5.67E-02	5.60E-01	5.84E-01	-4.14E-02	7.55E-02	3.18E-02	bad-chisq
group_20716	5.67E-02	1.57E-01	1.62E-01	-1.05E-01	7.50E-02	8.10E-02	bad-chisq
group_20714	5.67E-02	5.60E-01	5.70E-01	-4.27E-02	7.52E-02	3.29E-02	bad-chisq
group_20711	5.67E-02	5.60E-01	5.70E-01	-4.27E-02	7.52E-02	3.29E-02	bad-chisq
group_20706	5.67E-02	5.60E-01	5.70E-01	-4.27E-02	7.52E-02	3.29E-02	bad-chisq
group_20705	5.67E-02	5.60E-01	5.70E-01	-4.27E-02	7.52E-02	3.29E-02	bad-chisq
group_20698	5.67E-02	5.60E-01	5.70E-01	-4.27E-02	7.52E-02	3.29E-02	bad-chisq
group_20586	5.67E-02	8.03E-01	7.85E-01	2.05E-02	7.52E-02	1.58E-02	
group_20358	5.67E-02	5.60E-01	5.63E-01	-4.35E-02	7.52E-02	3.35E-02	bad-chisq
group_20337	5.67E-02	5.60E-01	7.18E-01	-3.00E-02	8.30E-02	2.09E-02	bad-chisq
group_20336	5.67E-02	5.60E-01	7.18E-01	-3.00E-02	8.30E-02	2.09E-02	bad-chisq
group_20284	5.67E-02	1.57E-01	1.58E-01	-1.06E-01	7.49E-02	8.17E-02	bad-chisq
group_20198	5.67E-02	5.60E-01	5.76E-01	-4.20E-02	7.51E-02	3.24E-02	bad-chisq
group_20123	5.67E-02	1.57E-01	1.92E-01	-9.93E-02	7.59E-02	7.56E-02	bad-chisq
group_20117	5.67E-02	8.03E-01	8.10E-01	1.80E-02	7.51E-02	1.39E-02	
group_20063	5.67E-02	5.60E-01	5.61E-01	-4.38E-02	7.52E-02	3.37E-02	bad-chisq
group_20061	5.67E-02	5.60E-01	5.61E-01	-4.38E-02	7.52E-02	3.37E-02	bad-chisq
group_20058	5.67E-02	5.60E-01	5.61E-01	-4.38E-02	7.52E-02	3.37E-02	bad-chisq
group_20054	5.67E-02	5.60E-01	5.61E-01	-4.38E-02	7.52E-02	3.37E-02	bad-chisq
group_19830	5.67E-02	1.57E-01	1.91E-01	-9.94E-02	7.58E-02	7.57E-02	bad-chisq
group_19751	5.67E-02	6.02E-03	6.70E-03	2.03E-01	7.42E-02	1.56E-01	
group_19590	5.67E-02	1.57E-01	1.41E-01	-1.10E-01	7.49E-02	8.51E-02	bad-chisq
group_19508	5.67E-02	6.02E-03	6.26E-03	2.04E-01	7.42E-02	1.58E-01	
group_19429	5.67E-02	5.60E-01	7.18E-01	-3.00E-02	8.30E-02	2.09E-02	bad-chisq
group_19393	5.67E-02	5.60E-01	7.18E-01	-3.00E-02	8.30E-02	2.09E-02	bad-chisq
group_19336	5.67E-02	1.57E-01	1.96E-01	-9.92E-02	7.66E-02	7.48E-02	bad-chisq
group_19025	5.67E-02	1.57E-01	1.62E-01	-1.05E-01	7.50E-02	8.09E-02	bad-chisq
group_18967	5.67E-02	5.60E-01	5.71E-01	-4.26E-02	7.52E-02	3.28E-02	bad-chisq
group_18902	5.67E-02	8.03E-01	7.86E-01	2.05E-02	7.53E-02	1.58E-02	
group_18806	5.67E-02	5.60E-01	5.61E-01	-4.38E-02	7.52E-02	3.37E-02	bad-chisq
group_18803	5.67E-02	5.56E-02	6.75E-02	1.39E-01	7.55E-02	1.06E-01	
group_18773	5.67E-02	1.57E-01	1.50E-01	-1.08E-01	7.51E-02	8.33E-02	bad-chisq
group_18634	5.67E-02	1.57E-01	1.44E-01	-1.10E-01	7.48E-02	8.46E-02	bad-chisq
group_18393	5.67E-02	8.03E-01	7.81E-01	2.10E-02	7.57E-02	1.61E-02	
group_18307	5.67E-02	1.57E-01	1.44E-01	-1.10E-01	7.48E-02	8.46E-02	bad-chisq
group_18268	5.67E-02	5.60E-01	4.92E-01	-5.21E-02	7.57E-02	3.98E-02	bad-chisq
group_18170	5.67E-02	2.79E-01	2.90E-01	7.96E-02	7.50E-02	6.13E-02	
group_17940	5.67E-02	1.57E-01	2.14E-01	-1.02E-01	8.20E-02	7.19E-02	bad-chisq
group_17750	5.67E-02	8.03E-01	8.02E-01	1.89E-02	7.53E-02	1.45E-02	
group_17717	5.67E-02	1.57E-01	1.52E-01	-1.08E-01	7.50E-02	8.29E-02	bad-chisq
group_17672	5.67E-02	8.03E-01	7.49E-01	2.45E-02	7.65E-02	1.86E-02	
group_17505	5.67E-02	8.03E-01	8.60E-01	1.34E-02	7.57E-02	1.03E-02	
group_17434	5.67E-02	1.03E-05	8.99E-06	3.29E-01	7.28E-02	2.53E-01	
group_17418	5.67E-02	5.60E-01	5.21E-01	-4.84E-02	7.52E-02	3.72E-02	bad-chisq
group_17318	5.67E-02	1.57E-01	1.44E-01	-1.10E-01	7.48E-02	8.46E-02	bad-chisq
group_17316	5.67E-02	5.60E-01	5.19E-01	-4.86E-02	7.52E-02	3.74E-02	bad-chisq
group_17312	5.67E-02	1.03E-05	1.02E-05	3.27E-01	7.28E-02	2.52E-01	
group_16782	5.67E-02	5.56E-02	5.19E-02	1.47E-01	7.52E-02	1.12E-01	
group_16644	5.67E-02	5.60E-01	5.76E-01	-4.21E-02	7.52E-02	3.24E-02	bad-chisq
group_16531	5.67E-02	5.56E-02	5.19E-02	1.47E-01	7.52E-02	1.12E-01	
group_16343	5.67E-02	6.02E-03	6.53E-03	2.03E-01	7.42E-02	1.57E-01	
group_16291	5.67E-02	5.60E-01	6.52E-01	-3.47E-02	7.70E-02	2.61E-02	bad-chisq
group_16030	5.67E-02	5.56E-02	5.99E-02	1.41E-01	7.47E-02	1.09E-01	
group_15980	5.67E-02	5.60E-01	5.76E-01	-4.23E-02	7.55E-02	3.24E-02	bad-chisq
group_15884	5.67E-02	1.57E-01	2.33E-01	-1.02E-01	8.49E-02	6.91E-02	bad-chisq
group_15633	5.67E-02	5.60E-01	5.61E-01	-4.38E-02	7.52E-02	3.37E-02	bad-chisq
group_15539	5.67E-02	2.79E-01	2.77E-01	8.16E-02	7.50E-02	6.29E-02	
group_15519	5.67E-02	1.57E-01	1.97E-01	-1.01E-01	7.85E-02	7.47E-02	bad-chisq
group_14903	5.67E-02	1.57E-01	2.09E-01	-9.90E-02	7.86E-02	7.28E-02	bad-chisq
group_14712	5.67E-02	5.60E-01	7.29E-01	-2.81E-02	8.11E-02	2.01E-02	bad-chisq
group_14533	5.67E-02	5.60E-01	5.80E-01	-4.17E-02	7.54E-02	3.21E-02	bad-chisq
group_14531	5.67E-02	1.57E-01	1.57E-01	-1.06E-01	7.49E-02	8.19E-02	bad-chisq
group_14445	5.67E-02	5.60E-01	5.66E-01	-4.32E-02	7.52E-02	3.33E-02	bad-chisq
group_13996	5.67E-02	2.79E-01	2.83E-01	8.10E-02	7.53E-02	6.22E-02	
group_13911	5.67E-02	6.02E-03	6.87E-03	2.02E-01	7.42E-02	1.56E-01	
group_13848	5.67E-02	5.60E-01	5.80E-01	-4.19E-02	7.57E-02	3.21E-02	bad-chisq
group_13569	5.67E-02	1.57E-01	1.42E-01	-1.10E-01	7.49E-02	8.50E-02	bad-chisq
group_13418	5.67E-02	8.03E-01	7.97E-01	1.96E-02	7.61E-02	1.49E-02	
group_13184	5.67E-02	3.45E-04	4.01E-04	2.64E-01	7.37E-02	2.03E-01	
group_12776	5.67E-02	5.60E-01	5.58E-01	-4.43E-02	7.56E-02	3.39E-02	bad-chisq
group_12747	5.67E-02	1.57E-01	2.40E-01	-9.94E-02	8.45E-02	6.80E-02	bad-chisq
group_12743	5.67E-02	1.57E-01	2.04E-01	-1.00E-01	7.87E-02	7.36E-02	bad-chisq
group_12581	5.67E-02	1.57E-01	1.84E-01	-1.02E-01	7.63E-02	7.69E-02	bad-chisq
group_12542	5.67E-02	5.60E-01	6.67E-01	-3.30E-02	7.66E-02	2.50E-02	bad-chisq
group_12445	5.67E-02	8.03E-01	8.03E-01	1.88E-02	7.53E-02	1.45E-02	
group_12274	5.67E-02	5.60E-01	5.42E-01	-4.60E-02	7.53E-02	3.54E-02	bad-chisq
group_12228	5.67E-02	1.57E-01	1.44E-01	-1.10E-01	7.48E-02	8.46E-02	bad-chisq
group_11786	5.67E-02	5.60E-01	5.42E-01	-4.60E-02	7.53E-02	3.54E-02	bad-chisq
group_11513	5.67E-02	8.03E-01	7.85E-01	2.07E-02	7.60E-02	1.58E-02	
group_11497	5.67E-02	5.60E-01	5.50E-01	-4.49E-02	7.51E-02	3.46E-02	bad-chisq
group_11024	5.67E-02	5.60E-01	5.37E-01	-4.66E-02	7.54E-02	3.58E-02	bad-chisq
group_10747	5.67E-02	8.03E-01	8.79E-01	1.15E-02	7.57E-02	8.80E-03	
group_10703	5.67E-02	1.57E-07	1.18E-07	3.90E-01	7.18E-02	3.00E-01	
group_10635	5.67E-02	1.57E-01	1.44E-01	-1.10E-01	7.48E-02	8.46E-02	bad-chisq
group_9947	5.67E-02	2.79E-01	2.76E-01	8.18E-02	7.50E-02	6.31E-02	
group_9937	5.67E-02	5.60E-01	5.80E-01	-4.19E-02	7.57E-02	3.21E-02	bad-chisq
group_9780	5.67E-02	8.03E-01	8.10E-01	1.81E-02	7.52E-02	1.40E-02	
group_9765	5.67E-02	5.56E-02	5.98E-02	1.41E-01	7.47E-02	1.09E-01	
group_9031	5.67E-02	2.79E-01	3.22E-01	7.51E-02	7.57E-02	5.74E-02	
group_9017	5.67E-02	8.03E-01	8.57E-01	1.37E-02	7.59E-02	1.04E-02	
group_8993	5.67E-02	1.57E-01	2.25E-01	-9.99E-02	8.21E-02	7.03E-02	bad-chisq
group_8982	5.67E-02	5.60E-01	5.77E-01	-4.21E-02	7.54E-02	3.23E-02	bad-chisq
group_8163	5.67E-02	1.57E-01	1.44E-01	-1.10E-01	7.48E-02	8.46E-02	bad-chisq
group_8005	5.67E-02	1.57E-01	1.58E-01	-1.07E-01	7.56E-02	8.16E-02	bad-chisq
group_7856	5.67E-02	1.57E-01	1.59E-01	-1.06E-01	7.52E-02	8.15E-02	bad-chisq
group_7829	5.67E-02	1.57E-01	1.84E-01	-1.02E-01	7.63E-02	7.69E-02	bad-chisq
group_7828	5.67E-02	1.57E-01	1.84E-01	-1.02E-01	7.63E-02	7.69E-02	bad-chisq
group_7761	5.67E-02	3.45E-04	3.89E-04	2.64E-01	7.36E-02	2.03E-01	
group_7493	5.67E-02	1.57E-01	1.58E-01	-1.07E-01	7.53E-02	8.18E-02	bad-chisq
group_6837	5.67E-02	5.60E-01	5.62E-01	-4.40E-02	7.57E-02	3.36E-02	bad-chisq
group_6749	5.67E-02	1.57E-01	1.44E-01	-1.10E-01	7.48E-02	8.46E-02	bad-chisq
group_6711	5.67E-02	5.60E-01	5.68E-01	-4.35E-02	7.60E-02	3.31E-02	bad-chisq
group_6594	5.67E-02	5.60E-01	5.34E-01	-4.68E-02	7.52E-02	3.60E-02	bad-chisq
group_6420	5.67E-02	5.60E-01	5.21E-01	-4.84E-02	7.52E-02	3.72E-02	bad-chisq
group_6135	5.67E-02	1.57E-01	1.38E-01	-1.11E-01	7.49E-02	8.59E-02	bad-chisq
group_5966	5.67E-02	1.57E-01	1.44E-01	-1.10E-01	7.48E-02	8.46E-02	bad-chisq
group_5590	5.67E-02	5.60E-01	5.58E-01	-4.42E-02	7.54E-02	3.39E-02	bad-chisq
group_5572	5.67E-02	5.60E-01	5.80E-01	-4.19E-02	7.57E-02	3.21E-02	bad-chisq
group_5425	5.67E-02	1.57E-01	1.42E-01	-1.10E-01	7.49E-02	8.50E-02	bad-chisq
group_5343	5.67E-02	1.57E-01	1.46E-01	-1.09E-01	7.48E-02	8.42E-02	bad-chisq
group_5030	5.67E-02	1.57E-01	1.40E-01	-1.11E-01	7.49E-02	8.54E-02	bad-chisq
group_4959	5.67E-02	5.60E-01	5.68E-01	-4.34E-02	7.59E-02	3.31E-02	bad-chisq
group_3516	5.67E-02	5.60E-01	5.58E-01	-4.42E-02	7.54E-02	3.39E-02	bad-chisq
group_3480	5.67E-02	5.60E-01	5.14E-01	-4.92E-02	7.52E-02	3.79E-02	bad-chisq
group_3255	5.67E-02	5.60E-01	5.21E-01	-4.83E-02	7.51E-02	3.72E-02	bad-chisq
group_3251	5.67E-02	5.60E-01	5.14E-01	-4.92E-02	7.52E-02	3.79E-02	bad-chisq
group_3250	5.67E-02	5.60E-01	5.14E-01	-4.92E-02	7.52E-02	3.79E-02	bad-chisq
group_2896	5.67E-02	5.60E-01	5.80E-01	-4.19E-02	7.57E-02	3.21E-02	bad-chisq
group_2875	5.67E-02	1.57E-01	1.40E-01	-1.11E-01	7.49E-02	8.54E-02	bad-chisq
group_2790	5.67E-02	8.03E-01	8.57E-01	1.37E-02	7.59E-02	1.04E-02	
group_2616	5.67E-02	8.03E-01	8.58E-01	1.34E-02	7.53E-02	1.03E-02	
group_2309	5.67E-02	1.57E-01	1.47E-01	-1.09E-01	7.50E-02	8.39E-02	bad-chisq
group_416	5.67E-02	1.57E-01	1.44E-01	-1.10E-01	7.48E-02	8.46E-02	bad-chisq
group_20	5.67E-02	1.57E-01	1.58E-01	-1.07E-01	7.53E-02	8.18E-02	bad-chisq
